,denominador,numerador,Frequência,P-value,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
7464,RMDQ24_v1,RMDQ7_v1,0.942857143,2.93E-38,35,185,179,6,2,33
7466,DN4 - Sensação de frio dolorosa,RMDQ7_v1,0.063829787,0.024434786,47,161,128,33,44,3
7469,DN4 - Alfinetada e agulhada,RMDQ7_v1,0.290322581,0.002660066,62,150,132,18,44,18
7472,DH4 - Hipoestesia ao toque,RMDQ7_v1,0.571428571,0.004002903,7,205,173,32,3,4
7473,DN4 - Hipoestesia a picada de agulha,RMDQ7_v1,0.571428571,0.004002903,7,205,173,32,3,4
7474,DN4 - Escovação,RMDQ7_v1,0.666666667,0.001008032,6,206,174,32,2,4
7475,Fuma,RMDQ8_v1,0.111111111,0.027338121,36,147,143,4,32,4
7482,OutraDoenca,RMDQ8_v1,0.08,0.036939254,75,114,112,2,69,6
7511,D27,RMDQ8_v1,0.25,0.015649204,4,113,110,3,3,1
7512,D28,RMDQ8_v1,0.2,0.037027753,5,112,109,3,4,1
7536,D5,RMDQ8_v1,0.333333333,0.003868582,3,114,111,3,2,1
7544,RMDQ3_v1,RMDQ8_v1,0.101265823,0.000118444,79,141,141,0,71,8
7545,RMDQ4_v1,RMDQ8_v1,0.12962963,2.50E-05,54,166,165,1,47,7
7546,RMDQ5_v1,RMDQ8_v1,0.111111111,3.61E-05,72,148,148,0,64,8
7547,RMDQ6_v1,RMDQ8_v1,0.125,4.06E-05,56,164,163,1,49,7
7548,RMDQ7_v1,RMDQ8_v1,0.205128205,5.39E-10,39,181,181,0,31,8
7549,RMDQ8_v1,RMDQ8_v1,1,9.04E-50,8,212,212,0,0,8
7550,RMDQ9_v1,RMDQ8_v1,0.205882353,9.31E-09,34,186,185,1,27,7
7551,RMDQ10_v1,RMDQ8_v1,0.175,2.24E-07,40,180,179,1,33,7
7552,RMDQ11_v1,RMDQ8_v1,0.166666667,5.30E-07,42,178,177,1,35,7
7553,RMDQ12_v1,RMDQ8_v1,0.159090909,1.16E-06,44,176,175,1,37,7
7554,RMDQ13_v1,RMDQ8_v1,0.152173913,2.38E-06,46,174,173,1,39,7
7555,RMDQ14_v1,RMDQ8_v1,0.142857143,6.27E-06,49,171,170,1,42,7
7556,RMDQ15_v1,RMDQ8_v1,0.129032258,0.002941893,31,189,185,4,27,4
7557,RMDQ16_v1,RMDQ8_v1,0.189189189,5.18E-08,37,183,182,1,30,7
7558,RMDQ17_v1,RMDQ8_v1,0.142857143,6.27E-06,49,171,170,1,42,7
7559,RMDQ18_v1,RMDQ8_v1,0.194444444,3.02E-08,36,184,183,1,29,7
7560,RMDQ19_v1,RMDQ8_v1,0.21875,2.49E-09,32,188,187,1,25,7
7561,RMDQ20_v1,RMDQ8_v1,0.184210526,8.66E-08,38,182,181,1,31,7
7562,RMDQ21_v1,RMDQ8_v1,0.145833333,4.60E-06,48,172,171,1,41,7
7563,RMDQ22_v1,RMDQ8_v1,0.184210526,8.66E-08,38,182,181,1,31,7
7564,RMDQ23_v1,RMDQ8_v1,0.189189189,5.18E-08,37,183,182,1,30,7
7565,RMDQ24_v1,RMDQ8_v1,0.2,1.70E-08,35,185,184,1,28,7
7570,DN4 - Alfinetada e agulhada,RMDQ8_v1,0.112903226,2.85E-05,62,150,150,0,55,7
7576,Fuma,RMDQ9_v1,0.277777778,0.039533218,36,147,127,20,26,10
7581,Aposentado_Invalidez,RMDQ9_v1,0.5,0.006199483,8,171,147,24,4,4
7582,Analgésicos,RMDQ9_v1,0.19858156,0.010501956,141,57,54,3,113,28
7584,Dor nas costas,RMDQ9_v1,0.195121951,0.027341825,123,67,62,5,99,24
7621,D35,RMDQ9_v1,1,0.018508014,1,116,99,17,0,1
7626,D4,RMDQ9_v1,0.666666667,0.012630829,3,114,98,16,1,2
7639,D51,RMDQ9_v1,1,0.018508014,1,116,99,17,0,1
7641,D53,RMDQ9_v1,1,0.018508014,1,116,99,17,0,1
7642,D9,RMDQ9_v1,1,0.018508014,1,116,99,17,0,1
7643,RMDQ1_v1,RMDQ9_v1,0.364705882,6.79E-11,85,134,131,3,54,31
7644,RMDQ2_v1,RMDQ9_v1,0.333333333,8.08E-09,90,129,125,4,60,30
7645,RMDQ3_v1,RMDQ9_v1,0.405063291,1.42E-14,79,141,139,2,47,32
7647,RMDQ5_v1,RMDQ9_v1,0.444444444,1.07E-16,72,148,146,2,40,32
7648,RMDQ6_v1,RMDQ9_v1,0.589285714,1.92E-25,56,164,163,1,23,33
7649,RMDQ7_v1,RMDQ9_v1,0.846153846,1.25E-39,39,181,180,1,6,33
7650,RMDQ8_v1,RMDQ9_v1,0.875,9.31E-09,8,212,185,27,1,7
7651,RMDQ9_v1,RMDQ9_v1,1,9.04E-50,34,186,186,0,0,34
7652,RMDQ10_v1,RMDQ9_v1,0.825,1.84E-38,40,180,179,1,7,33
7653,RMDQ11_v1,RMDQ9_v1,0.785714286,2.70E-36,42,178,177,1,9,33
7654,RMDQ12_v1,RMDQ9_v1,0.75,2.53E-34,44,176,175,1,11,33
7655,RMDQ13_v1,RMDQ9_v1,0.717391304,1.60E-32,46,174,173,1,13,33
7656,RMDQ14_v1,RMDQ9_v1,0.653061224,6.64E-28,49,171,169,2,17,32
7657,RMDQ15_v1,RMDQ9_v1,0.870967742,1.10E-32,31,189,182,7,4,27
7658,RMDQ16_v1,RMDQ9_v1,0.864864865,3.05E-39,37,183,181,2,5,32
7659,RMDQ17_v1,RMDQ9_v1,0.632653061,8.47E-26,49,171,168,3,18,31
7660,RMDQ18_v1,RMDQ9_v1,0.861111111,1.20E-37,36,184,181,3,5,31
7661,RMDQ19_v1,RMDQ9_v1,0.96875,3.19E-43,32,188,185,3,1,31
7662,RMDQ20_v1,RMDQ9_v1,0.868421053,7.40E-41,38,182,181,1,5,33
7663,RMDQ21_v1,RMDQ9_v1,0.6875,7.15E-31,48,172,171,1,15,33
7664,RMDQ22_v1,RMDQ9_v1,0.842105263,5.02E-38,38,182,180,2,6,32
7665,RMDQ23_v1,RMDQ9_v1,0.864864865,3.05E-39,37,183,181,2,5,32
7666,RMDQ24_v1,RMDQ9_v1,0.942857143,5.83E-45,35,185,184,1,2,33
7671,DN4 - Alfinetada e agulhada,RMDQ9_v1,0.241935484,0.011224323,62,150,134,16,47,15
7672,DN4 - Adormecimento,RMDQ9_v1,0.237288136,0.023242032,59,150,133,17,45,14
7674,DH4 - Hipoestesia ao toque,RMDQ9_v1,0.714285714,1.52E-05,7,205,179,26,2,5
7675,DN4 - Hipoestesia a picada de agulha,RMDQ9_v1,0.571428571,0.001204515,7,205,178,27,3,4
7676,DN4 - Escovação,RMDQ9_v1,0.666666667,0.000252087,6,206,179,27,2,4
7682,Aposentado_Invalidez,RMDQ10_v1,0.5,0.022172222,8,171,141,30,4,4
7683,Analgésicos,RMDQ10_v1,0.234042553,0.007399914,141,57,53,4,108,33
7685,Dor nas costas,RMDQ10_v1,0.235772358,0.012986902,123,67,61,6,94,29
7687,Retornar_trabalho,RMDQ10_v1,0.368421053,0.04019157,19,168,139,29,12,7
7708,D22,RMDQ10_v1,1,0.036891632,1,116,95,21,0,1
7713,D27,RMDQ10_v1,0.75,0.003423706,4,113,94,19,1,3
7714,D28,RMDQ10_v1,0.6,0.015970538,5,112,93,19,2,3
7722,D35,RMDQ10_v1,1,0.036891632,1,116,95,21,0,1
7727,D4,RMDQ10_v1,0.666666667,0.031603187,3,114,94,20,1,2
7731,D43,RMDQ10_v1,1,0.003034577,2,115,95,20,0,2
7740,D51,RMDQ10_v1,1,0.036891632,1,116,95,21,0,1
7742,D53,RMDQ10_v1,1,0.036891632,1,116,95,21,0,1
7743,D9,RMDQ10_v1,1,0.036891632,1,116,95,21,0,1
7744,RMDQ1_v1,RMDQ10_v1,0.352941176,1.18E-06,85,134,124,10,55,30
7745,RMDQ2_v1,RMDQ10_v1,0.366666667,2.51E-08,90,129,122,7,57,33
7746,RMDQ3_v1,RMDQ10_v1,0.417721519,1.12E-11,79,141,134,7,46,33
7748,RMDQ5_v1,RMDQ10_v1,0.472222222,6.73E-15,72,148,142,6,38,34
7749,RMDQ6_v1,RMDQ10_v1,0.625,2.30E-23,56,164,159,5,21,35
7750,RMDQ7_v1,RMDQ10_v1,0.846153846,1.93E-32,39,181,174,7,6,33
7751,RMDQ8_v1,RMDQ10_v1,0.875,2.24E-07,8,212,179,33,1,7
7752,RMDQ9_v1,RMDQ10_v1,0.970588235,1.84E-38,34,186,179,7,1,33
7753,RMDQ10_v1,RMDQ10_v1,1,9.04E-50,40,180,180,0,0,40
7754,RMDQ11_v1,RMDQ10_v1,0.880952381,5.57E-39,42,178,175,3,5,37
7755,RMDQ12_v1,RMDQ10_v1,0.795454545,3.95E-32,44,176,171,5,9,35
7756,RMDQ13_v1,RMDQ10_v1,0.717391304,3.32E-26,46,174,167,7,13,33
7757,RMDQ14_v1,RMDQ10_v1,0.734693878,5.18E-30,49,171,167,4,13,36
7758,RMDQ15_v1,RMDQ10_v1,0.870967742,7.11E-27,31,189,176,13,4,27
7759,RMDQ16_v1,RMDQ10_v1,0.864864865,3.42E-32,37,183,175,8,5,32
7760,RMDQ17_v1,RMDQ10_v1,0.673469388,4.46E-24,49,171,164,7,16,33
7761,RMDQ18_v1,RMDQ10_v1,0.972222222,3.30E-41,36,184,179,5,1,35
7762,RMDQ19_v1,RMDQ10_v1,0.96875,8.97E-36,32,188,179,9,1,31
7763,RMDQ20_v1,RMDQ10_v1,0.921052632,1.40E-38,38,182,177,5,3,35
7764,RMDQ21_v1,RMDQ10_v1,0.770833333,5.35E-33,48,172,169,3,11,37
7765,RMDQ22_v1,RMDQ10_v1,0.894736842,5.28E-36,38,182,176,6,4,34
7766,RMDQ23_v1,RMDQ10_v1,1,1.92E-45,37,183,180,3,0,37
7767,RMDQ24_v1,RMDQ10_v1,1,1.24E-42,35,185,180,5,0,35
7772,DN4 - Alfinetada e agulhada,RMDQ10_v1,0.241935484,0.02590076,62,150,132,18,47,15
7773,DN4 - Adormecimento,RMDQ10_v1,0.237288136,0.048369471,59,150,131,19,45,14
7775,DH4 - Hipoestesia ao toque,RMDQ10_v1,0.571428571,0.002031223,7,205,176,29,3,4
7776,DN4 - Hipoestesia a picada de agulha,RMDQ10_v1,0.571428571,0.002031223,7,205,176,29,3,4
7777,DN4 - Escovação,RMDQ10_v1,0.666666667,0.000460768,6,206,177,29,2,4
7783,Aposentado_Invalidez,RMDQ11_v1,0.5,0.03094463,8,171,139,32,4,4
7784,Analgésicos,RMDQ11_v1,0.241134752,0.005678359,141,57,53,4,107,34
7786,Dor nas costas,RMDQ11_v1,0.235772358,0.012986902,123,67,61,6,94,29
7788,Retornar_trabalho,RMDQ11_v1,0.368421053,0.048968827,19,168,138,30,12,7
7809,D22,RMDQ11_v1,1,0.042324283,1,116,94,22,0,1
7814,D27,RMDQ11_v1,0.75,0.004597329,4,113,93,20,1,3
7815,D28,RMDQ11_v1,0.6,0.020342296,5,112,92,20,2,3
7823,D35,RMDQ11_v1,1,0.042324283,1,116,94,22,0,1
7828,D4,RMDQ11_v1,0.666666667,0.037934361,3,114,93,21,1,2
7832,D43,RMDQ11_v1,1,0.003929589,2,115,94,21,0,2
7841,D51,RMDQ11_v1,1,0.042324283,1,116,94,22,0,1
7843,D53,RMDQ11_v1,1,0.042324283,1,116,94,22,0,1
7844,D9,RMDQ11_v1,1,0.042324283,1,116,94,22,0,1
7845,RMDQ1_v1,RMDQ11_v1,0.352941176,7.52E-06,85,134,122,12,55,30
7846,RMDQ2_v1,RMDQ11_v1,0.366666667,2.39E-07,90,129,120,9,57,33
7847,RMDQ3_v1,RMDQ11_v1,0.46835443,4.59E-15,79,141,136,5,42,37
7848,RMDQ4_v1,RMDQ11_v1,0.333333333,0.002171792,54,166,142,24,36,18
7849,RMDQ5_v1,RMDQ11_v1,0.527777778,7.49E-19,72,148,144,4,34,38
7850,RMDQ6_v1,RMDQ11_v1,0.696428571,7.30E-29,56,164,161,3,17,39
7851,RMDQ7_v1,RMDQ11_v1,0.846153846,1.69E-30,39,181,172,9,6,33
7852,RMDQ8_v1,RMDQ11_v1,0.875,5.30E-07,8,212,177,35,1,7
7853,RMDQ9_v1,RMDQ11_v1,0.970588235,2.70E-36,34,186,177,9,1,33
7854,RMDQ10_v1,RMDQ11_v1,0.925,5.57E-39,40,180,175,5,3,37
7855,RMDQ11_v1,RMDQ11_v1,1,9.04E-50,42,178,178,0,0,42
7856,RMDQ12_v1,RMDQ11_v1,0.795454545,3.83E-30,44,176,169,7,9,35
7857,RMDQ13_v1,RMDQ11_v1,0.717391304,1.68E-24,46,174,165,9,13,33
7858,RMDQ14_v1,RMDQ11_v1,0.734693878,4.48E-28,49,171,165,6,13,36
7859,RMDQ15_v1,RMDQ11_v1,0.870967742,2.63E-25,31,189,174,15,4,27
7860,RMDQ16_v1,RMDQ11_v1,0.864864865,2.74E-30,37,183,173,10,5,32
7861,RMDQ17_v1,RMDQ11_v1,0.673469388,1.87E-22,49,171,162,9,16,33
7862,RMDQ18_v1,RMDQ11_v1,0.972222222,7.00E-39,36,184,177,7,1,35
7863,RMDQ19_v1,RMDQ11_v1,0.96875,9.22E-34,32,188,177,11,1,31
7864,RMDQ20_v1,RMDQ11_v1,0.921052632,2.36E-36,38,182,175,7,3,35
7865,RMDQ21_v1,RMDQ11_v1,0.770833333,6.43E-31,48,172,167,5,11,37
7866,RMDQ22_v1,RMDQ11_v1,0.894736842,6.70E-34,38,182,174,8,4,34
7867,RMDQ23_v1,RMDQ11_v1,0.918918919,4.63E-35,37,183,175,8,3,34
7868,RMDQ24_v1,RMDQ11_v1,1,2.97E-40,35,185,178,7,0,35
7873,DN4 - Alfinetada e agulhada,RMDQ11_v1,0.306451613,0.000365088,62,150,134,16,43,19
7876,DH4 - Hipoestesia ao toque,RMDQ11_v1,0.571428571,0.003232851,7,205,174,31,3,4
7877,DN4 - Hipoestesia a picada de agulha,RMDQ11_v1,0.571428571,0.003232851,7,205,174,31,3,4
7878,DN4 - Escovação,RMDQ11_v1,0.666666667,0.000787769,6,206,175,31,2,4
7884,Aposentado_Invalidez,RMDQ12_v1,0.5,0.041749623,8,171,137,34,4,4
7885,Analgésicos,RMDQ12_v1,0.24822695,0.024586893,141,57,51,6,106,35
7887,Dor nas costas,RMDQ12_v1,0.25203252,0.030568114,123,67,59,8,92,31
7910,D22,RMDQ12_v1,1,0.036891632,1,116,95,21,0,1
7912,D24,RMDQ12_v1,0.041666667,0.039558689,24,93,72,21,23,1
7924,D35,RMDQ12_v1,1,0.036891632,1,116,95,21,0,1
7929,D4,RMDQ12_v1,0.666666667,0.031603187,3,114,94,20,1,2
7932,D42,RMDQ12_v1,1,0.003034577,2,115,95,20,0,2
7933,D43,RMDQ12_v1,1,0.003034577,2,115,95,20,0,2
7942,D51,RMDQ12_v1,1,0.036891632,1,116,95,21,0,1
7943,D52,RMDQ12_v1,1,0.036891632,1,116,95,21,0,1
7944,D53,RMDQ12_v1,1,0.036891632,1,116,95,21,0,1
7945,D9,RMDQ12_v1,1,0.036891632,1,116,95,21,0,1
7946,RMDQ1_v1,RMDQ12_v1,0.388235294,2.14E-07,85,134,123,11,52,33
7947,RMDQ2_v1,RMDQ12_v1,0.377777778,2.88E-07,90,129,119,10,56,34
7948,RMDQ3_v1,RMDQ12_v1,0.46835443,9.45E-14,79,141,134,7,42,37
7949,RMDQ4_v1,RMDQ12_v1,0.296296296,0.04169107,54,166,138,28,38,16
7950,RMDQ5_v1,RMDQ12_v1,0.527777778,2.30E-17,72,148,142,6,34,38
7951,RMDQ6_v1,RMDQ12_v1,0.696428571,5.51E-27,56,164,159,5,17,39
7952,RMDQ7_v1,RMDQ12_v1,0.923076923,1.47E-35,39,181,173,8,3,36
7953,RMDQ8_v1,RMDQ12_v1,0.875,1.16E-06,8,212,175,37,1,7
7954,RMDQ9_v1,RMDQ12_v1,0.970588235,2.53E-34,34,186,175,11,1,33
7955,RMDQ10_v1,RMDQ12_v1,0.875,3.95E-32,40,180,171,9,5,35
7956,RMDQ11_v1,RMDQ12_v1,0.833333333,3.83E-30,42,178,169,9,7,35
7957,RMDQ12_v1,RMDQ12_v1,1,9.04E-50,44,176,176,0,0,44
7958,RMDQ13_v1,RMDQ12_v1,0.804347826,1.02E-30,46,174,167,7,9,37
7959,RMDQ14_v1,RMDQ12_v1,0.755102041,3.11E-28,49,171,164,7,12,37
7960,RMDQ15_v1,RMDQ12_v1,0.935483871,2.31E-28,31,189,174,15,2,29
7961,RMDQ16_v1,RMDQ12_v1,0.864864865,1.47E-28,37,183,171,12,5,32
7962,RMDQ17_v1,RMDQ12_v1,0.673469388,5.55E-21,49,171,160,11,16,33
7963,RMDQ18_v1,RMDQ12_v1,0.916666667,6.68E-32,36,184,173,11,3,33
7964,RMDQ19_v1,RMDQ12_v1,0.96875,6.22E-32,32,188,175,13,1,31
7965,RMDQ20_v1,RMDQ12_v1,0.921052632,2.51E-34,38,182,173,9,3,35
7966,RMDQ21_v1,RMDQ12_v1,0.729166667,3.55E-25,48,172,163,9,13,35
7967,RMDQ22_v1,RMDQ12_v1,0.894736842,5.48E-32,38,182,172,10,4,34
7968,RMDQ23_v1,RMDQ12_v1,0.918918919,4.16E-33,37,183,173,10,3,34
7969,RMDQ24_v1,RMDQ12_v1,1,4.33E-38,35,185,176,9,0,35
7971,DN4 - Sensação de frio dolorosa,RMDQ12_v1,0.063829787,0.013549261,47,161,125,36,44,3
7972,DN4 - Choque elétrico,RMDQ12_v1,0.1,0.047436981,60,152,119,33,54,6
7977,DH4 - Hipoestesia ao toque,RMDQ12_v1,0.571428571,0.007131659,7,205,170,35,3,4
7978,DN4 - Hipoestesia a picada de agulha,RMDQ12_v1,0.571428571,0.007131659,7,205,170,35,3,4
7979,DN4 - Escovação,RMDQ12_v1,0.666666667,0.001962883,6,206,171,35,2,4
8002,D1,RMDQ13_v1,1,0.036891632,1,116,95,21,0,1
8013,D24,RMDQ13_v1,0.041666667,0.039558689,24,93,72,21,23,1
8025,D35,RMDQ13_v1,1,0.036891632,1,116,95,21,0,1
8030,D4,RMDQ13_v1,0.666666667,0.031603187,3,114,94,20,1,2
8043,D51,RMDQ13_v1,1,0.036891632,1,116,95,21,0,1
8045,D53,RMDQ13_v1,1,0.036891632,1,116,95,21,0,1
8046,D9,RMDQ13_v1,1,0.036891632,1,116,95,21,0,1
8047,RMDQ1_v1,RMDQ13_v1,0.388235294,1.41E-06,85,134,121,13,52,33
8048,RMDQ2_v1,RMDQ13_v1,0.355555556,4.95E-05,90,129,115,14,58,32
8049,RMDQ3_v1,RMDQ13_v1,0.481012658,1.14E-13,79,141,133,8,41,38
8050,RMDQ4_v1,RMDQ13_v1,0.314814815,0.027852265,54,166,137,29,37,17
8051,RMDQ5_v1,RMDQ13_v1,0.5,1.35E-13,72,148,138,10,36,36
8052,RMDQ6_v1,RMDQ13_v1,0.660714286,6.23E-22,56,164,155,9,19,37
8053,RMDQ7_v1,RMDQ13_v1,0.846153846,4.01E-27,39,181,168,13,6,33
8054,RMDQ8_v1,RMDQ13_v1,0.875,2.38E-06,8,212,173,39,1,7
8055,RMDQ9_v1,RMDQ13_v1,0.970588235,1.60E-32,34,186,173,13,1,33
8056,RMDQ10_v1,RMDQ13_v1,0.825,3.32E-26,40,180,167,13,7,33
8057,RMDQ11_v1,RMDQ13_v1,0.785714286,1.68E-24,42,178,165,13,9,33
8058,RMDQ12_v1,RMDQ13_v1,0.840909091,1.02E-30,44,176,167,9,7,37
8059,RMDQ13_v1,RMDQ13_v1,1,9.04E-50,46,174,174,0,0,46
8060,RMDQ14_v1,RMDQ13_v1,0.653061224,4.39E-18,49,171,157,14,17,32
8061,RMDQ15_v1,RMDQ13_v1,0.870967742,1.41E-22,31,189,170,19,4,27
8062,RMDQ16_v1,RMDQ13_v1,0.945945946,1.27E-33,37,183,172,11,2,35
8063,RMDQ17_v1,RMDQ13_v1,0.693877551,2.93E-21,49,171,159,12,15,34
8064,RMDQ18_v1,RMDQ13_v1,0.861111111,7.04E-26,36,184,169,15,5,31
8065,RMDQ19_v1,RMDQ13_v1,0.96875,2.92E-30,32,188,173,15,1,31
8066,RMDQ20_v1,RMDQ13_v1,0.868421053,4.34E-28,38,182,169,13,5,33
8067,RMDQ21_v1,RMDQ13_v1,0.6875,3.03E-20,48,172,159,13,15,33
8068,RMDQ22_v1,RMDQ13_v1,0.842105263,5.08E-26,38,182,168,14,6,32
8069,RMDQ23_v1,RMDQ13_v1,0.864864865,5.61E-27,37,183,169,14,5,32
8070,RMDQ24_v1,RMDQ13_v1,0.942857143,2.55E-31,35,185,172,13,2,33
8073,DN4 - Choque elétrico,RMDQ13_v1,0.1,0.019315803,60,152,115,37,54,6
8078,DH4 - Hipoestesia ao toque,RMDQ13_v1,0.571428571,0.013650434,7,205,166,39,3,4
8079,DN4 - Hipoestesia a picada de agulha,RMDQ13_v1,0.571428571,0.013650434,7,205,166,39,3,4
8080,DN4 - Escovação,RMDQ13_v1,0.666666667,0.004152011,6,206,167,39,2,4
8087,Analgésicos,RMDQ14_v1,0.276595745,0.009193885,141,57,51,6,102,39
8089,Dor nas costas,RMDQ14_v1,0.284552846,0.009342115,123,67,59,8,88,35
8117,D27,RMDQ14_v1,0.75,0.007750056,4,113,91,22,1,3
8118,D28,RMDQ14_v1,0.6,0.031241051,5,112,90,22,2,3
8134,D42,RMDQ14_v1,1,0.00621115,2,115,92,23,0,2
8135,D43,RMDQ14_v1,1,0.00621115,2,115,92,23,0,2
8148,RMDQ1_v1,RMDQ14_v1,0.482352941,1.92E-12,85,134,126,8,44,41
8149,RMDQ2_v1,RMDQ14_v1,0.5,2.05E-15,90,129,125,4,45,45
8150,RMDQ3_v1,RMDQ14_v1,0.46835443,5.59E-11,79,141,129,12,42,37
8151,RMDQ4_v1,RMDQ14_v1,0.333333333,0.024522305,54,166,135,31,36,18
8152,RMDQ5_v1,RMDQ14_v1,0.513888889,4.50E-13,72,148,136,12,35,37
8153,RMDQ6_v1,RMDQ14_v1,0.607142857,1.17E-15,56,164,149,15,22,34
8154,RMDQ7_v1,RMDQ14_v1,0.897435897,6.07E-29,39,181,167,14,4,35
8155,RMDQ8_v1,RMDQ14_v1,0.875,6.27E-06,8,212,170,42,1,7
8156,RMDQ9_v1,RMDQ14_v1,0.941176471,6.64E-28,34,186,169,17,2,32
8157,RMDQ10_v1,RMDQ14_v1,0.9,5.18E-30,40,180,167,13,4,36
8158,RMDQ11_v1,RMDQ14_v1,0.857142857,4.48E-28,42,178,165,13,6,36
8159,RMDQ12_v1,RMDQ14_v1,0.840909091,3.11E-28,44,176,164,12,7,37
8160,RMDQ13_v1,RMDQ14_v1,0.695652174,4.39E-18,46,174,157,17,14,32
8161,RMDQ14_v1,RMDQ14_v1,1,9.04E-50,49,171,171,0,0,49
8162,RMDQ15_v1,RMDQ14_v1,0.935483871,7.79E-25,31,189,169,20,2,29
8163,RMDQ16_v1,RMDQ14_v1,0.864864865,7.58E-25,37,183,166,17,5,32
8164,RMDQ17_v1,RMDQ14_v1,0.673469388,7.88E-18,49,171,155,16,16,33
8165,RMDQ18_v1,RMDQ14_v1,0.972222222,3.15E-32,36,184,170,14,1,35
8166,RMDQ19_v1,RMDQ14_v1,0.9375,7.57E-26,32,188,169,19,2,30
8167,RMDQ20_v1,RMDQ14_v1,0.894736842,6.92E-28,38,182,167,15,4,34
8168,RMDQ21_v1,RMDQ14_v1,0.75,3.10E-23,48,172,159,13,12,36
8169,RMDQ22_v1,RMDQ14_v1,0.868421053,7.16E-26,38,182,166,16,5,33
8170,RMDQ23_v1,RMDQ14_v1,0.891891892,7.67E-27,37,183,167,16,4,33
8171,RMDQ24_v1,RMDQ14_v1,0.971428571,3.71E-31,35,185,170,15,1,34
8175,DN4 - Formigamento,RMDQ14_v1,0.107142857,0.046473324,56,156,120,36,50,6
8179,DH4 - Hipoestesia ao toque,RMDQ14_v1,0.571428571,0.011735078,7,205,167,38,3,4
8180,DN4 - Hipoestesia a picada de agulha,RMDQ14_v1,0.571428571,0.011735078,7,205,167,38,3,4
8181,DN4 - Escovação,RMDQ14_v1,0.666666667,0.003487269,6,206,168,38,2,4
8187,Aposentado_Invalidez,RMDQ15_v1,0.375,0.049455908,8,171,149,22,5,3
8188,Analgésicos,RMDQ15_v1,0.170212766,0.029041827,141,57,54,3,117,24
8227,D35,RMDQ15_v1,1,0.008821462,1,116,102,14,0,1
8232,D4,RMDQ15_v1,0.666666667,0.004711047,3,114,101,13,1,2
8245,D51,RMDQ15_v1,1,0.008821462,1,116,102,14,0,1
8248,D9,RMDQ15_v1,1,0.008821462,1,116,102,14,0,1
8249,RMDQ1_v1,RMDQ15_v1,0.341176471,1.08E-10,85,134,132,2,56,29
8250,RMDQ2_v1,RMDQ15_v1,0.322222222,1.04E-09,90,129,127,2,61,29
8251,RMDQ3_v1,RMDQ15_v1,0.341772152,1.46E-10,79,141,137,4,52,27
8253,RMDQ5_v1,RMDQ15_v1,0.375,3.39E-12,72,148,144,4,45,27
8254,RMDQ6_v1,RMDQ15_v1,0.482142857,1.89E-17,56,164,160,4,29,27
8255,RMDQ7_v1,RMDQ15_v1,0.692307692,1.02E-27,39,181,177,4,12,27
8256,RMDQ8_v1,RMDQ15_v1,0.5,0.002941893,8,212,185,27,4,4
8257,RMDQ9_v1,RMDQ15_v1,0.794117647,1.10E-32,34,186,182,4,7,27
8258,RMDQ10_v1,RMDQ15_v1,0.675,7.11E-27,40,180,176,4,13,27
8259,RMDQ11_v1,RMDQ15_v1,0.642857143,2.63E-25,42,178,174,4,15,27
8260,RMDQ12_v1,RMDQ15_v1,0.659090909,2.31E-28,44,176,174,2,15,29
8261,RMDQ13_v1,RMDQ15_v1,0.586956522,1.41E-22,46,174,170,4,19,27
8262,RMDQ14_v1,RMDQ15_v1,0.591836735,7.79E-25,49,171,169,2,20,29
8263,RMDQ15_v1,RMDQ15_v1,1,9.04E-50,31,189,189,0,0,31
8264,RMDQ16_v1,RMDQ15_v1,0.72972973,1.52E-29,37,183,179,4,10,27
8265,RMDQ17_v1,RMDQ15_v1,0.551020408,8.06E-21,49,171,167,4,22,27
8266,RMDQ18_v1,RMDQ15_v1,0.75,1.56E-30,36,184,180,4,9,27
8267,RMDQ19_v1,RMDQ15_v1,0.84375,4.22E-35,32,188,184,4,5,27
8268,RMDQ20_v1,RMDQ15_v1,0.710526316,1.31E-28,38,182,178,4,11,27
8269,RMDQ21_v1,RMDQ15_v1,0.5625,2.21E-21,48,172,168,4,21,27
8270,RMDQ22_v1,RMDQ15_v1,0.710526316,1.31E-28,38,182,178,4,11,27
8271,RMDQ23_v1,RMDQ15_v1,0.72972973,1.52E-29,37,183,179,4,10,27
8272,RMDQ24_v1,RMDQ15_v1,0.771428571,1.41E-31,35,185,181,4,8,27
8280,DH4 - Hipoestesia ao toque,RMDQ15_v1,0.571428571,0.000904416,7,205,179,26,3,4
8281,DN4 - Hipoestesia a picada de agulha,RMDQ15_v1,0.571428571,0.000904416,7,205,179,26,3,4
8282,DN4 - Escovação,RMDQ15_v1,0.666666667,0.000181095,6,206,180,26,2,4
8289,Analgésicos,RMDQ16_v1,0.205673759,0.046299011,141,57,52,5,112,29
8291,Dor nas costas,RMDQ16_v1,0.219512195,0.010781828,123,67,62,5,96,27
8328,D35,RMDQ16_v1,1,0.022556252,1,116,98,18,0,1
8333,D4,RMDQ16_v1,0.666666667,0.016431718,3,114,97,17,1,2
8346,D51,RMDQ16_v1,1,0.022556252,1,116,98,18,0,1
8348,D53,RMDQ16_v1,1,0.022556252,1,116,98,18,0,1
8349,D9,RMDQ16_v1,1,0.022556252,1,116,98,18,0,1
